DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
LORETO,646.0963,1923.8958,13750.4567,2.9777,8.3949
AYACUCHO,1134.9778,1473.3454,1349.56,1.2981,65.5034
PIURA,120.6445,215.4312,179.865,1.7857,71.8643
AYACUCHO,1218.7621,1449.2705,1390.345,1.1891,62.5429
PIURA,80.9569,113.2278,130.5283,1.3986,52.0475
AYACUCHO,198.9512,402.3463,361.3933,2.0223,66.7992
AYACUCHO,1328.9086,1723.574,1601.5883,1.297,64.5699
AYACUCHO,1336.3511,1679.7708,1533.9467,1.257,65.7039
AYACUCHO,1126.0083,1528.1146,1378.7233,1.3571,66.5013
PIURA,144.2668,239.0047,172.3583,1.6567,83.2004
AYACUCHO,1306.4779,1608.4779,1480.295,1.2312,65.1956
AYACUCHO,1160.2778,1554.3222,1390.095,1.3396,67.0885
AYACUCHO,144.45,256.9723,360.025,1.779,42.8257
AYACUCHO,1119.3612,2132.8636,9536.3933,1.9054,13.4193
AYACUCHO,1325.7435,1823.3092,1695.355,1.3753,64.5284
AYACUCHO,777.8409,1260.5068,1371.6683,1.6205,55.1375
AYACUCHO,1184.2229,1614.1165,1489.835,1.363,65.0052
LORETO,862.3012,1594.2604,8737.9083,1.8488,10.9472
PIURA,91.711,124.4936,125.14,1.3575,59.6901
PIURA,132.3008,289.8954,218.0817,2.1912,79.7578
PIURA,8.5379,12.0112,16.6767,1.4068,43.2144
AYACUCHO,1153.9039,2252.2796,9626.04,1.9519,14.0387
AYACUCHO,1155.3167,1547.5522,1396.1517,1.3395,66.5065
AYACUCHO,1199.4684,1381.4965,1295.7267,1.1518,63.9717
AYACUCHO,1287.6466,1529.9748,1424.5617,1.1882,64.4398
AYACUCHO,1321.1574,1600.3835,1479.1283,1.2113,64.9186
AYACUCHO,1192.0128,1740.586,1638.3233,1.4602,63.7451
AYACUCHO,1234.9991,1689.9564,1557.4667,1.3684,65.104
AYACUCHO,1256.135,1604.3795,1541.3233,1.2772,62.4546
AYACUCHO,1148.0376,2236.4676,9624.36,1.9481,13.9425
AYACUCHO,36.2589,62.5278,75.1467,1.7245,49.9246
AYACUCHO,1163.5083,2231.6276,9599.6333,1.918,13.9482
AYACUCHO,1219.0396,1632.864,1473.5567,1.3395,66.4866
LORETO,841.7065,2209.375,9565.5417,2.6249,13.8583
PIURA,19.6564,22.6544,24.8917,1.1525,54.6072
LORETO,877.1638,1728.1944,8872.305,1.9702,11.6871
AYACUCHO,1093.1554,1641.5642,1501.7917,1.5017,65.5842
LORETO,476.6666,917.1624,764.8633,1.9241,71.9472
AYACUCHO,1247.8011,2570.652,9830.6633,2.0601,15.6896
AYACUCHO,1189.8954,1393.9622,1310.9233,1.1715,63.8006
AYACUCHO,126.7821,248.9702,273.34,1.9638,54.6507
LORETO,817.6893,1343.774,1411.5217,1.6434,57.1202
AYACUCHO,1265.4492,2179.438,9559.7617,1.7223,13.6788
AYACUCHO,1189.2914,1528.1371,1488.0867,1.2849,61.6148
LORETO,1050.5443,1911.1548,12584.6033,1.8192,9.1119
AYACUCHO,1137.2739,2177.078,9540.0717,1.9143,13.6922
LORETO,993.0493,1673.6238,1636.545,1.6853,61.3594
PIURA,1075.8674,1536.7628,1424.9083,1.4284,64.71
PIURA,138.9331,183.0631,168.1417,1.3176,65.3246
LORETO,685.2628,1211.2064,1336.6333,1.7675,54.3697
AYACUCHO,1117.842,1671.781,1514.9083,1.4955,66.2132
PIURA,1250.6796,1713.5022,1569.4383,1.3701,65.5076
LORETO,1099.4864,1768.3134,10931.5183,1.6083,9.7058
PIURA,771.872,1630.8996,8822.1767,2.1129,11.0918
AYACUCHO,818.8663,1340.7532,1413.7883,1.6373,56.9004
AYACUCHO,1012.246,1793.0702,1750.555,1.7714,61.4572
LORETO,1045.2011,2018.5662,9374.685,1.9313,12.9193
PIURA,93.7665,114.6703,110.8817,1.2229,62.0501
AYACUCHO,1139.6705,1538.0649,1384.8783,1.3496,66.6368
AYACUCHO,1200.9175,1460.504,1353.5683,1.2162,64.7402
AYACUCHO,709.3623,1003.0251,1203.4183,1.414,50.0088
AYACUCHO,255.515,619.8395,582.5983,2.4258,63.8354
AYACUCHO,1127.0609,1769.8148,1612.3717,1.5703,65.8588
AYACUCHO,1262.0104,2395.113,9656.3483,1.8979,14.8821
PIURA,78.9796,114.9935,126.905,1.456,54.3683
AYACUCHO,1344.1611,1767.8694,1640.975,1.3152,64.6397
PIURA,755.9032,1583.2945,8819.02,2.0946,10.7719
PIURA,132.5942,205.0887,208.6167,1.5467,58.9853
AYACUCHO,1120.919,1435.7138,1302.8467,1.2808,66.1189
AYACUCHO,1164.3134,2259.7444,9647.8283,1.9408,14.0534
PIURA,840.7923,1589.5116,8776.0767,1.8905,10.8671
PIURA,27.9789,31.1444,25.7517,1.1131,72.5648
AYACUCHO,37.8133,62.794,83.1917,1.6606,45.2887
LORETO,978.136,2113.5784,9447.355,2.1608,13.4233
AYACUCHO,1124.1477,2151.3998,9538.95,1.9138,13.5323
AYACUCHO,237.5825,533.4383,464.4167,2.2453,68.9172
AYACUCHO,1310.0128,1676.3472,1565.2483,1.2796,64.2587
AYACUCHO,132.1655,254.3931,271.155,1.9248,56.291
AYACUCHO,1342.1851,1584.1116,1481.3717,1.1802,64.1613
LORETO,759.664,1628.127,8765.7333,2.1432,11.1443
PIURA,1149.3119,1662.5306,1543.6567,1.4465,64.6205
AYACUCHO,150.3971,295.9439,324.6417,1.9677,54.6961
LORETO,989.4851,1761.031,10917.795,1.7797,9.6779
PIURA,174.6829,269.6118,222.495,1.5434,72.7059
AYACUCHO,1274.2207,1568.367,1453.7733,1.2308,64.7295
AYACUCHO,991.2374,2088.4848,9444.1117,2.1069,13.2685
PIURA,833.683,1579.3626,8767.245,1.8944,10.8086
AYACUCHO,1190.882,1568.4352,1425.715,1.317,66.0063
AYACUCHO,1055.0877,2032.579,9423.7883,1.9265,12.9412
AYACUCHO,1210.2457,1435.1746,1363.6983,1.1859,63.1448
LORETO,1005.8991,1955.2078,1739.4217,1.9437,67.4434
AYACUCHO,1326.3279,1713.5824,1586.1917,1.292,64.8187
AYACUCHO,1099.0514,2054.8366,9430.5767,1.8696,13.0735
AYACUCHO,1261.3581,1739.1368,1604.3267,1.3788,65.0417
LORETO,943.8933,2126.25,9527.2233,2.2526,13.3906
PIURA,368.8663,782.5833,825.9333,2.1216,56.8508
AYACUCHO,1336.0136,1657.8489,1514.3067,1.2409,65.6874
AYACUCHO,1181.8758,1596.1638,1486.4417,1.3505,64.4289
LORETO,1086.0778,2197.3964,11566.1667,2.0232,11.3991
LORETO,670.9806,1413.5294,1301.09,2.1067,65.1852
AYACUCHO,1184.838,1517.737,1479.21,1.281,61.5627
AYACUCHO,243.6367,528.7902,462.815,2.1704,68.5531
AYACUCHO,1247.4911,1457.4744,1382.6183,1.1683,63.2484
AYACUCHO,95.2551,189.0941,185.73,1.9851,61.0868
LORETO,626.2257,915.0312,766.805,1.4612,71.5982
AYACUCHO,132.9226,245.5359,228.825,1.8472,64.3818
PIURA,1143.4244,1526.9768,1372.5117,1.3354,66.7525
LORETO,800.8577,1664.4825,8826.5433,2.0784,11.3146
PIURA,113.8767,148.5827,148.2667,1.3048,60.1279
AYACUCHO,192.3793,400.1266,475.2667,2.0799,50.5139
PIURA,94.9146,158.9753,163.9017,1.6749,58.1966
AYACUCHO,1101.1892,2126.4296,9502.7183,1.931,13.4262
AYACUCHO,62.7051,118.8206,175.4317,1.8949,40.6383
AYACUCHO,1232.9615,1454.4595,1392.6333,1.1796,62.6637
PIURA,42.2134,47.6881,62.485,1.1297,45.7916
AYACUCHO,1146.8785,1596.1418,1477.045,1.3917,64.8379
LORETO,796.8913,1632.615,8799.6083,2.0487,11.132
AYACUCHO,1137.3756,1755.1404,1590.23,1.5431,66.2221
PIURA,55.4237,68.6083,61.3417,1.2379,67.1077
AYACUCHO,1143.2083,2197.4556,9561.4883,1.9222,13.7894
PIURA,1188.5281,1648.9445,1551.0533,1.3874,63.7868
PIURA,99.5546,134.7581,144.0783,1.3536,56.1187
AYACUCHO,1295.2446,1654.5658,1527.835,1.2774,64.9769
LORETO,395.7092,699.7238,509.47,1.7683,82.4061
AYACUCHO,1219.6653,1623.9011,1471.385,1.3314,66.2193
LORETO,478.2235,946.1086,1582.06,1.9784,35.8814
AYACUCHO,148.0596,267.8856,318.7067,1.8093,50.4324
AYACUCHO,208.4473,414.5742,406.715,1.9889,61.1594
AYACUCHO,1188.5624,2256.936,9589.4283,1.8989,14.1214
AYACUCHO,78.9993,182.4788,133.705,2.3099,81.8872
AYACUCHO,1148.7299,1500.5558,1346.0433,1.3063,66.8874
AYACUCHO,1180.1344,1495.5878,1447.4617,1.2673,61.9949
LORETO,546.4042,1094.1138,2502.3667,2.0024,26.2339
LORETO,255.2017,327.4623,3868.1383,1.2832,5.0794
AYACUCHO,1153.2062,1554.6636,1419.2867,1.3481,65.723
AYACUCHO,1187.1192,2319.5228,9664.1967,1.9539,14.4007
AYACUCHO,1244.3546,1587.3485,1538.92,1.2756,61.8881
AYACUCHO,24.2776,36.0803,39.73,1.4862,54.4882
LORETO,474.1496,952.5354,805.0483,2.0089,70.9922
PIURA,1102.7476,1704.5122,1565.505,1.5457,65.3276
AYACUCHO,1283.1931,1755.883,1584.0333,1.3684,66.5093
AYACUCHO,1245.0706,2470.3924,9729.1,1.9841,15.2351
AYACUCHO,1232.7529,2096.1052,9478.3817,1.7003,13.2688
LORETO,521.9266,992.1672,1618.7283,1.901,36.7758
AYACUCHO,1092.7468,2086.4448,9466.2167,1.9094,13.2246
AYACUCHO,1050.1326,1574.698,1582.3083,1.4995,59.7114
PIURA,108.7044,150.5553,147.825,1.385,61.1082
PIURA,1281.5762,1665.3838,1474.7667,1.2995,67.7551
LORETO,1168.2023,2441.544,9735.6,2.09,15.0471
AYACUCHO,1294.0531,1638.9068,1501.8633,1.2665,65.4749
AYACUCHO,124.9389,309.6729,233.095,2.4786,79.7116
LORETO,673.4969,1454.8395,1331.425,2.1601,65.5616
AYACUCHO,229.2287,470.2244,429.4133,2.0513,65.7023
AYACUCHO,1373.3563,1844.6946,1685.7817,1.3432,65.656
AYACUCHO,1337.4824,1769.3936,1652.4383,1.3229,64.2466
PIURA,157.907,350.1205,285.845,2.2173,73.4917
PIURA,1167.6974,1615.2425,1519.5933,1.3833,63.7766
AYACUCHO,165.7569,359.4041,351.6067,2.1683,61.3306
LORETO,746.0599,1682.9588,8849.5067,2.2558,11.4105
AYACUCHO,1187.835,1748.9952,1612.29,1.4724,65.0874
AYACUCHO,54.7569,107.0299,113.2717,1.9546,56.6937
AYACUCHO,1141.109,1519.9775,1370.77,1.332,66.531
AYACUCHO,804.4053,1468.8028,1517.3567,1.8259,58.0801
PIURA,1103.661,1608.1552,1526.0433,1.4571,63.2284
AYACUCHO,1165.2672,1518.272,1351.175,1.3029,67.4201
AYACUCHO,1186.117,2266.097,9654.6933,1.9105,14.0829
AYACUCHO,1237.6465,1690.4552,1539.5383,1.3659,65.8816
AYACUCHO,70.0923,189.144,183.2067,2.6985,61.9445
AYACUCHO,78.5985,163.6305,178.2517,2.0819,55.0785
AYACUCHO,1212.1608,1601.5982,1469.185,1.3213,65.4076
AYACUCHO,696.5562,979.8623,1175.3867,1.4067,50.0191
PIURA,119.4163,199.168,177.8933,1.6678,67.1755
AYACUCHO,1135.9517,2262.2444,9640.775,1.9915,14.0792
PIURA,443.4683,1011.2065,896.4883,2.2802,67.6778
LORETO,1203.4386,2026.3084,9380.035,1.6838,12.9614
AYACUCHO,48.0562,95.4427,92.1717,1.9861,62.1293
LORETO,580.6418,1692.2056,11033.8417,2.9144,9.2019
AYACUCHO,140.5425,365.5846,366.6467,2.6012,59.8262
LORETO,171.0558,187.0095,2208.29,1.0933,5.0811
PIURA,745.7396,1565.1851,8785.1867,2.0988,10.6897
AYACUCHO,1220.8957,1634.3208,1475.465,1.3386,66.4599
AYACUCHO,1188.8469,1431.1402,1362.4167,1.2038,63.0265
AYACUCHO,1263.3002,1677.7728,1568.495,1.3281,64.1802
PIURA,721.7337,1338.1279,8596.435,1.854,9.3396
PIURA,18.3122,24.1458,31.2517,1.3186,46.3575
LORETO,268.9481,14.8555,22.875,0.0552,38.9652
PIURA,91.3254,146.25,174.165,1.6014,50.3833
PIURA,100.5618,122.9019,104.2433,1.2222,70.7394
AYACUCHO,1278.778,1593.31,1497.825,1.246,63.8249
AYACUCHO,1198.6507,1593.0078,1436.0183,1.329,66.5594
PIURA,1291.2081,1619.479,1455.7233,1.2542,66.7495
AYACUCHO,1064.7952,1998.35,9397.5167,1.8767,12.7588
AYACUCHO,37.7565,77.5229,69.7333,2.0532,66.7023
AYACUCHO,169.227,304.7053,340.6133,1.8006,53.6747
AYACUCHO,1208.5918,1505.2914,1457.1417,1.2455,61.9826
AYACUCHO,1222.2648,1714.0892,1601.655,1.4024,64.2119
AYACUCHO,1176.5748,2208.406,9496.3,1.877,13.9533
AYACUCHO,1310.0696,2267.061,9572.3133,1.7305,14.2101
AYACUCHO,1210.9167,2319.545,9612.9233,1.9155,14.4777
LORETO,785.1335,1634.2812,8801.905,2.0815,11.1404
AYACUCHO,1241.5707,1558.6818,1480.05,1.2554,63.1877
LORETO,838.9857,1618.9575,8779.0667,1.9297,11.0647
AYACUCHO,152.732,301.5532,290.1633,1.9744,62.3552
AYACUCHO,1237.8677,1679.8988,1531.03,1.3571,65.8341
LORETO,1243.1152,2691.1072,13496.8983,2.1648,11.9632
LORETO,754.0114,1685.3324,8852.1033,2.2352,11.4233
PIURA,65.2499,102.266,91.3533,1.5673,67.1673
PIURA,2.6534,3.4279,5.8167,1.2919,35.3594
AYACUCHO,1144.1668,1460.8271,1316.0833,1.2768,66.5988
AYACUCHO,1213.0008,1651.0024,1496.845,1.3611,66.1793
PIURA,1292.5802,1632.4875,1463.8033,1.263,66.9142
AYACUCHO,1137.4527,1495.2744,1340.8233,1.3146,66.9115
LORETO,461.1713,954.0471,819.4133,2.0687,69.8583
AYACUCHO,1100.7126,1646.9078,1509.72,1.4962,65.4522
AYACUCHO,1186.6762,1678.0782,1549.7667,1.4141,64.9676
AYACUCHO,1202.0651,1578.1378,1503.3667,1.3129,62.9841
AYACUCHO,1378.9798,1858.837,1702.6617,1.348,65.5035
PIURA,82.9041,114.2744,114.0233,1.3784,60.1321
AYACUCHO,1169.2845,1457.16,1342.9517,1.2462,65.1026
AYACUCHO,1102.2871,2167.394,9609.0517,1.9663,13.5335
PIURA,141.6686,234.2764,178.2383,1.6537,78.864
PIURA,49.232,74.9027,66.06,1.5214,68.0315
AYACUCHO,1164.0223,2279.1856,9652.2967,1.958,14.1677
AYACUCHO,1061.2019,2030.1728,9418.515,1.9131,12.9331
LORETO,1117.0898,1951.4308,1736.43,1.7469,67.4291
AYACUCHO,1170.5977,1516.5182,1484.8383,1.2955,61.2801
PIURA,87.2717,125.2166,107.4117,1.4348,69.9458
AYACUCHO,72.7487,251.9443,244.9217,3.4632,61.7204
AYACUCHO,1123.5779,1545.5795,1392.5683,1.3756,66.5926
AYACUCHO,1346.0091,1742.1152,1603.1333,1.2943,65.2016
AYACUCHO,134.2139,300.3136,340.7167,2.2376,52.885
AYACUCHO,1177.9409,1574.9224,1424.6317,1.337,66.3297
AYACUCHO,1216.2988,2407.7564,9673.9133,1.9796,14.9335
AYACUCHO,239.9043,460.0343,394.6067,1.9176,69.9483
AYACUCHO,1263.3312,1561.7778,1462.0967,1.2362,64.0906
LORETO,537.8802,1021.8114,1636.6967,1.8997,37.4588
PIURA,831.0635,1595.4981,8790.7283,1.9198,10.8899
AYACUCHO,868.184,1399.1665,1471.915,1.6116,57.0345
AYACUCHO,1062.2178,1554.0485,1530.47,1.463,60.9244
AYACUCHO,200.7706,423.575,432.9017,2.1097,58.7073
LORETO,412.7756,700.7842,508.0133,1.6977,82.7676
LORETO,870.9689,1591.297,8734.6667,1.827,10.9309
PIURA,161.2712,307.4577,240.275,1.9065,76.7765
AYACUCHO,1193.7673,1576.5902,1426.06,1.3207,66.3334
PIURA,62.2296,84.9224,71.8617,1.3647,70.9049
AYACUCHO,1181.4354,2264.137,9651.775,1.9164,14.0749
AYACUCHO,983.9182,1665.0728,1736.3433,1.6923,57.5372
PIURA,1165.3802,1633.3971,1553.805,1.4016,63.0734
PIURA,751.0315,1551.6895,8754.9417,2.0661,10.6342
AYACUCHO,1199.0844,1506.8652,1431.575,1.2567,63.1556
AYACUCHO,1247.8887,1566.398,1488.9467,1.2552,63.1211
PIURA,1163.0451,1609.103,1513.2167,1.3835,63.802
AYACUCHO,1103.8753,2121.4484,9494.19,1.9218,13.4068
LORETO,859.6215,1595.2895,8739.2733,1.8558,10.9526
AYACUCHO,728.8079,1064.19,1254.9717,1.4602,50.8788
LORETO,421.3154,663.8001,475.8217,1.5755,83.7036
AYACUCHO,1219.5979,1433.3126,1340.7433,1.1752,64.1426
AYACUCHO,968.1459,2048.4856,9445.235,2.1159,13.0128
PIURA,21.3932,24.3246,32.6083,1.137,44.7578
PIURA,715.1905,1736.0022,8902.7883,2.4273,11.6997
PIURA,65.7143,100.9131,80.9767,1.5356,74.772
AYACUCHO,984.6009,1652.785,1644.5533,1.6786,60.3003
AYACUCHO,1395.491,1826.815,1660.4367,1.3091,66.0121
AYACUCHO,1181.7801,1593.6115,1495.2783,1.3485,63.9457
AYACUCHO,193.04,368.6418,427.33,1.9097,51.7598
AYACUCHO,73.4047,176.7495,145.5983,2.4079,72.8372
LORETO,855.4631,1591.7921,8734.5433,1.8607,10.9345
AYACUCHO,1229.8085,1955.3158,1958.8083,1.5899,59.893
AYACUCHO,1115.9755,2129.9062,9528.7167,1.9086,13.4115
AYACUCHO,1035.8493,1853.7242,1816.5533,1.7896,61.2277
PIURA,871.2849,1654.3661,8833.9167,1.8988,11.2365
LORETO,1132.2962,2022.0518,9377.7183,1.7858,12.9374
PIURA,691.3051,1452.706,8801.8033,2.1014,9.9028
LORETO,864.53,1479.1474,1521.3783,1.7109,58.3345
AYACUCHO,1087.0842,2129.018,9521.4267,1.9585,13.4162
LORETO,449.7659,934.0928,8268.73,2.0768,6.778
PIURA,1045.5887,1613.1681,1569.0533,1.5428,61.6869
PIURA,67.9942,87.591,84.6883,1.2882,62.0565
AYACUCHO,1123.5938,2153.395,9541.965,1.9165,13.5406
PIURA,1034.9207,1771.9998,1670.3517,1.7122,63.6513
PIURA,112.49,159.0694,147.945,1.4141,64.5116
AYACUCHO,1133.2492,2154.851,9530.6833,1.9015,13.5658
AYACUCHO,1306.209,1642.7756,1525.5183,1.2577,64.6118
AYACUCHO,831.8098,1339.3622,1413.21,1.6102,56.8647
LORETO,203.2526,101.7615,128.1317,0.5007,47.6517
AYACUCHO,1389.5808,1806.7178,1666.5633,1.3002,65.0459
LORETO,397.6639,660.4933,474.225,1.6609,83.5671
AYACUCHO,1341.2931,1836.8108,1692.6767,1.3694,65.1091
PIURA,42.5614,73.9545,61.6367,1.7376,71.9908
AYACUCHO,1121.3413,1495.8938,1356.39,1.334,66.171
PIURA,1365.4073,1695.6136,1528.3267,1.2418,66.5675
AYACUCHO,1230.152,1614.5355,1463.61,1.3125,66.1871
AYACUCHO,1265.1704,1567.3599,1476.05,1.2389,63.7117
PIURA,119.9519,237.906,189.0433,1.9833,75.5084
AYACUCHO,1295.6533,1583.9059,1462.455,1.2225,64.9828
AYACUCHO,1244.9363,1553.9318,1468.145,1.2482,63.5059
AYACUCHO,1227.9214,1707.6642,1592.6433,1.3907,64.3332
AYACUCHO,1123.1977,1652.2228,1492.0667,1.471,66.4403
AYACUCHO,94.5772,184.4633,262.545,1.9504,42.1558
LORETO,130.8752,142.8011,152.1517,1.0911,56.3127
PIURA,437.0848,831.8388,744.6183,1.9032,67.0281
AYACUCHO,910.0692,1468.4778,1542.74,1.6136,57.1118
AYACUCHO,1390.787,1819.3664,1660.6217,1.3082,65.7356
PIURA,120.7043,246.6776,185.065,2.0437,79.9754
AYACUCHO,177.9572,419.1051,467.4183,2.3551,53.7983
AYACUCHO,1121.3174,1444.0868,1320.2417,1.2878,65.6283
PIURA,712.3727,1435.766,8775.5633,2.0155,9.8166
LORETO,1030.6906,2284.2238,13165.1283,2.2162,10.4103
PIURA,104.767,165.2164,133.7383,1.577,74.1222
AYACUCHO,1167.2696,1422.4962,1326.135,1.2187,64.3598
AYACUCHO,1210.416,2236.2184,9531.7233,1.8475,14.0765
AYACUCHO,52.6008,72.4925,89.315,1.3782,48.699
AYACUCHO,122.6962,242.1058,249.52,1.9732,58.2172
PIURA,1167.0157,1670.2014,1584.3033,1.4312,63.2531
AYACUCHO,897.6794,1473.9225,1593.9017,1.6419,55.4836
AYACUCHO,1353.8548,1712.3092,1573.9967,1.2648,65.2724
AYACUCHO,1256.4497,1624.3295,1506.295,1.2928,64.7016
PIURA,1088.6097,1617.9978,1533.09,1.4863,63.323
AYACUCHO,1246.6883,1479.87,1409.155,1.187,63.011
LORETO,471.8268,619.8241,443.425,1.3137,83.8686
AYACUCHO,133.9596,341.0157,386.3567,2.5457,52.9587
AYACUCHO,1143.9117,1714.0348,1553.755,1.4984,66.1894
AYACUCHO,1009.5503,1789.0488,1753.8567,1.7721,61.2039
AYACUCHO,1161.1486,1549.0444,1394.8017,1.3341,66.635
AYACUCHO,1139.6004,2199.5464,9566.12,1.9301,13.7959
AYACUCHO,1165.9358,1529.7742,1393.6933,1.3121,65.8584
AYACUCHO,1329.5788,1670.2982,1526.675,1.2563,65.6445
LORETO,454.7611,943.2821,803.615,2.0742,70.4279
AYACUCHO,1221.0117,2366.3324,9647.2617,1.938,14.7171
AYACUCHO,1200.7859,1714.018,1559.8217,1.4274,65.9313
AYACUCHO,1204.6871,1620.5498,1482.5083,1.3452,65.5868
AYACUCHO,1238.2573,1473.4662,1394.81,1.19,63.3835
AYACUCHO,1182.8613,2267.6004,9660.8483,1.917,14.0832
LORETO,704.7692,1071.6048,2493.135,1.5205,25.7893
AYACUCHO,1352.0044,1742.0182,1596.68,1.2885,65.4615
AYACUCHO,66.2463,161.6379,163.7667,2.44,59.2201
PIURA,140.5169,250.6894,181.2567,1.7841,82.9838
PIURA,18.0143,21.0585,28.8967,1.169,43.7251
AYACUCHO,138.663,280.5962,319.39,2.0236,52.7123
AYACUCHO,1224.573,1447.1891,1356.8667,1.1818,63.994
AYACUCHO,1102.2932,2084.961,9451.7017,1.8915,13.2355
AYACUCHO,1141.3312,2040.0544,9409.1567,1.7874,13.009
LORETO,940.6426,2129.7928,9526.5367,2.2642,13.4139
AYACUCHO,1202.1523,1600.0506,1472.7417,1.331,65.1866
AYACUCHO,1239.7352,2334.468,9651.8117,1.883,14.5121
LORETO,842.9373,1581.6626,8721.6567,1.8764,10.8809
AYACUCHO,85.3623,141.9195,162.9367,1.6626,52.2606
LORETO,639.0723,932.3482,796.3717,1.4589,70.2447
AYACUCHO,31.7974,66.3464,91.83,2.0865,43.3495
PIURA,745.9296,1570.4614,8788.6983,2.1054,10.7215
AYACUCHO,1220.6452,1561.0385,1507.9217,1.2789,62.1135
PIURA,1204.5307,1708.1616,1573.585,1.4181,65.1313
PIURA,63.3269,80.8194,103.4267,1.2762,46.885
AYACUCHO,1340.7575,1704.3782,1565.17,1.2712,65.3365
AYACUCHO,130.9701,263.948,306.5983,2.0153,51.6535
AYACUCHO,1039.1138,2000.6636,9378.4867,1.9254,12.7995
AYACUCHO,1198.8939,1547.776,1504.18,1.291,61.739
PIURA,1067.8215,1629.7735,1545.5083,1.5263,63.2714
AYACUCHO,1339.3637,1717.7624,1593.6267,1.2825,64.6737
AYACUCHO,210.7531,383.7485,362.2867,1.8208,63.5544
AYACUCHO,1096.9809,2085.3418,9463.6617,1.901,13.2212
AYACUCHO,1071.7055,2115.2582,9502.5417,1.9737,13.356
PIURA,1122.7735,1595.0405,1472.2933,1.4206,65.0023
LORETO,1242.54,2784.492,14559.695,2.241,11.4748
AYACUCHO,188.6411,365.4354,309.115,1.9372,70.9319
LORETO,838.3258,1628.127,8765.7333,1.9421,11.1443
AYACUCHO,3.1101,6.3048,6.6017,2.0272,57.3019
PIURA,738.7242,1567.7602,8794.0467,2.1223,10.6965
LORETO,735.3699,1637.7362,8814.9767,2.2271,11.1474
AYACUCHO,131.5335,271.0481,288.9067,2.0607,56.2911
PIURA,419.9919,1066.2356,929.6317,2.5387,68.8166
AYACUCHO,1027.632,2010.4728,9398.7017,1.9564,12.8346
PIURA,217.0501,307.6349,290.55,1.4173,63.5281
AYACUCHO,1242.0002,1680.5362,1548.695,1.3531,65.1078
AYACUCHO,1159.7334,1573.3002,1410.28,1.3566,66.9357
AYACUCHO,1117.7747,2142.0048,9532.4417,1.9163,13.4824
AYACUCHO,1101.8267,2088.1048,9474.03,1.8951,13.2242
AYACUCHO,1313.7679,1673.1875,1544.935,1.2736,64.9809
AYACUCHO,1259.4278,1743.741,1593.225,1.3846,65.6684
LORETO,1126.5301,1996.5394,13641.0433,1.7723,8.7818
LORETO,509.3119,914.7695,751.5733,1.7961,73.0284
AYACUCHO,1141.2897,1490.54,1346.6433,1.306,66.4113
AYACUCHO,1127.4613,2182.0676,9585.9267,1.9354,13.6579
AYACUCHO,799.4957,1194.6481,1442.2467,1.4943,49.6995
AYACUCHO,1106.125,1631.433,1489.0583,1.4749,65.7368
LORETO,827.5126,1663.849,8820.8033,2.0107,11.3177
PIURA,849.8813,1633.5749,8819.0433,1.9221,11.114
LORETO,1085.3875,1937.7132,12607.165,1.7853,9.222
LORETO,143.799,189.7981,2213.7483,1.3199,5.1442
AYACUCHO,1205.9291,1603.2776,1444.1933,1.3295,66.6093
LORETO,946.6224,1591.3832,3204.1933,1.6811,29.7994
AYACUCHO,1247.4058,1602.7209,1546.0433,1.2848,62.1996
AYACUCHO,1215.6965,1505.2914,1457.1417,1.2382,61.9826
AYACUCHO,1263.1399,1514.03,1418.025,1.1986,64.0622
AYACUCHO,1311.5991,1661.1162,1541.255,1.2665,64.6661
AYACUCHO,1312.5597,1650.4918,1534.415,1.2575,64.5389
AYACUCHO,1129.41,2154.4016,9529.9083,1.9075,13.564
LORETO,501.1758,884.7726,726.225,1.7654,73.099
PIURA,96.5902,122.3994,124.0417,1.2672,59.2056
PIURA,120.0328,169.126,202.0567,1.409,50.2214
AYACUCHO,1342.0877,1704.6008,1563.9333,1.2701,65.3967
PIURA,412.513,869.7025,889.0933,2.1083,58.6914
PIURA,89.5796,143.877,172.3967,1.6061,50.0742
LORETO,544.9463,906.9758,790.4,1.6643,68.8494
AYACUCHO,1256.1191,1527.7042,1448.3517,1.2162,63.2873
LORETO,957.5127,1644.6646,8776.7717,1.7176,11.2433
PIURA,38.7872,43.9387,36.2267,1.1328,72.773
AYACUCHO,1316.2509,1605.8106,1528.6067,1.22,63.0304
LORETO,397.4012,700.6612,508.0133,1.7631,82.7531
AYACUCHO,1235.4333,2336.5656,9656.5983,1.8913,14.5179
AYACUCHO,1139.9228,1427.546,1338.1617,1.2523,64.0078
PIURA,73.8239,93.3538,92.9633,1.2645,60.252
AYACUCHO,110.542,293.906,260.9817,2.6588,67.5693
PIURA,66.8059,105.3918,98.57,1.5776,64.1525
AYACUCHO,1143.9604,1571.4708,1445.1633,1.3737,65.244
LORETO,1070.2225,1942.2702,12615.63,1.8148,9.2374
PIURA,117.7562,230.4642,169.9267,1.9571,81.3754
LORETO,91.2081,102.3329,127.7283,1.122,48.0706
AYACUCHO,1211.5698,1603.378,1469.4617,1.3234,65.468
AYACUCHO,1147.6391,1603.2718,1490.7967,1.397,64.5268
AYACUCHO,1295.6274,1579.7556,1448.7417,1.2193,65.426
AYACUCHO,42.4764,68.3061,78.2883,1.6081,52.3496
AYACUCHO,1115.8528,1429.2985,1296.34,1.2809,66.1539
